company_id,company_name,sector,revenue_usd_mn,carbon_emissions_tCO2,emission_intensity_tCO2_per_mn_usd,energy_mix_renewable_pct,fines_count,fines_amount_usd_k,public_sentiment_score,esg_score_reported,gri_compliance_pct,waste_generated_tons,waste_recycled_pct
CMP100426,Johnson-Wood,Transport,18.226,1401.345,82.3201,6.6,3,21.91,0.885,61.21,40.34,1423.98,25.88
CMP100427,Jones-Lin,Manufacturing,192.529,8424.239,52.384,16.47,2,2.3,0.578,53.56,42.21,22238.67,28.42
CMP100428,Gilbert PLC,Tech,64.362,342.234,8.9776,40.77,0,0,0.992,88.38,94.98,1210.48,40.14
CMP100429,Ford-Spencer,Retail,16.331,213.535,14.3328,22.3,1,2.97,0.906,60.61,58.73,691.48,44.95
CMP100430,"Huang, Cole and Pacheco",Energy,7.193,666.232,112.1769,17.43,1,2.14,0.963,51.05,29.23,739.9,23.11
CMP100431,"Lopez, Jacobs and Mason",Manufacturing,8.943,412.165,57.2716,22.3,3,25.45,0.885,47.59,31.98,987.85,27.39
CMP100432,Hayes LLC,Manufacturing,75.666,3634.714,52.8152,9.05,2,146.4,0.944,54.57,46.9,7924.4,27.6
CMP100433,"Miller, Lucas and Williams",Finance,20.746,60.652,3.3534,12.82,0,0,0.993,71.48,67.41,174.36,40.52
CMP100434,"Kim, Gonzales and Mills",Retail,33.352,314.291,13.5207,30.3,2,20.34,0.966,68.71,53.18,1390.18,35.22
CMP100435,Cox LLC,Energy,20.255,1201.988,76.192,22.11,3,3.62,0.959,61.78,64.91,2625.99,43.64
CMP100436,Ortiz-Morgan,Manufacturing,27.067,1688.513,62.3825,0,3,11.87,0.931,52.32,53.37,2244.14,27.31
CMP100437,"Williams, Mccoy and Cook",Transport,54.934,3707.934,85.1409,20.72,2,37.74,0.798,58.56,47.29,4960.51,35
CMP100438,Davis-Gregory,Manufacturing,186.855,10930.054,60.838,3.85,2,10.84,0.986,62.48,76.36,20227,31.87
CMP100439,King-York,Manufacturing,18.389,899.118,48.8952,0,3,20,0.804,56.17,58.78,1530.96,42.48
CMP100440,"Marks, Cook and Aguilar",Manufacturing,2.942,212.463,72.2097,0,4,33.61,0.815,47.64,47.58,245.34,23.58
CMP100441,Rangel LLC,Transport,9.105,856.815,94.1066,0,2,26.37,0.857,60.89,48.9,870.19,31.33
CMP100442,"Hale, Myers and Larson",Energy,22.462,2514.677,125.9295,11.1,2,22.06,0.932,52.1,64.22,2559.88,38.23
CMP100443,Collins Group,Tech,26.725,660.6814999999999,6.2482,22.84,1,6.1,0.922,62.79,38.43,506.84,34.32
CMP100444,"Conner, Li and Santiago",Manufacturing,14.743,732.414,50.2168,1.07,1,1.48,0.781,47.57,58.78,1658.76,31.04
CMP100445,"Osborn, Gaines and Davis",Tech,152.95,666.665,9.5776,54.49,1,9.61,0.99,76.63,72.75,3606.25,44.8
CMP100446,"Henderson, Cox and Cox",Manufacturing,15.958,874.945,66.1445,17.11,2,21.12,0.98,58.25,58.74,1906.02,35.39
CMP100447,Bean LLC,Finance,34.204,41.75,2.0103,39.28,1,7.53,0.977,74.65,58.78,376.71,38.88
CMP100448,Lee-Cooke,Finance,30.051,660.6814999999999,3.6843,0,3,13.6,0.874,59.43,34.31,285.64,31.68
CMP100449,Jones Inc,Energy,43.757,4881.648,134.239,16.89,1,32.05,0.957,57.63,61.1,4376.05,46.65
CMP100450,"Wise, Conley and Stephenson",Manufacturing,112.611,4392.358,46.7551,16.58,0,0,0.907,66.8,54.72,12509.49,31.47
CMP100451,Stanley PLC,Manufacturing,5.492,205.007,50.0187,25.37,1,15.21,0.934,74.37,70.23,562.03,32.27
CMP100452,Harper and Sons,Tech,60.11,281.379,7.1915,34.91,3,28.91,0.982,78.31,64.72,1165.76,39.48
CMP100453,White Ltd,Finance,16.749,31.153,3.5703,47.9,4,15.29,0.985,95.81,78.68,194.71,58.21
CMP100454,"Lamb, Martin and Kim",Finance,43.102,98.477,3.3244,31.27,0,0,0.973,79.81,73.53,363.99,36.94
CMP100455,Diaz-Ball,Tech,60.851,176.521,5.2091,44.31,0,0,0.994,84.35,58.78,1213.43,48.81
CMP100456,Bishop-Goodwin,Finance,30.612,112.852,4.3762,15.76,5,14.12,0.717,64.59,63.19,246.29,44.18
CMP100457,Young-Allen,Finance,27.386,50.799,2.76,32.79,0,0,0.92,76.84,73.32,270.43,38.45
CMP100458,Mckee-Lee,Manufacturing,0.854,660.6814999999999,38.5999,4.91,0,0,0.97,67.7,68.44,100,37.51
CMP100459,"Valentine, Joyce and Murray",Transport,12.521,891.736,71.2188,0,2,3.47,0.968,59.46,58.78,848.95,39.9
CMP100460,Strickland-Shaw,Tech,52.424,200.421,6.9166,44.73,1,10.39,0.937,76.92,66.75,888.07,40.4
CMP100461,Burch-Montoya,Transport,374.066,36896.134,104.621,5.72,4,13.47,0.885,61.16,58.78,31711.34,31.88
CMP100462,"Taylor, Wright and Davidson",Energy,17.443,660.6814999999999,121.3382,26.81,2,51.95,0.731,57.59,51.6,2299.16,32.77
CMP100463,Spencer-Garcia,Transport,66.75,4284.652,73.2474,12.37,0,0,0.954,75.75,58.78,5518.08,29.16
CMP100464,"Rosales, Mitchell and Hines",Energy,38.293,1812.73,68.5664,30.96,3,25.93,0.972,67.7,72.25,5444.66,37.4
CMP100465,Cole-Palmer,Retail,141.276,1662.272,13.38,12.06,1,10.78,0.894,67.7,60.54,6710.24,28.4
CMP100466,Davis-Lozano,Transport,18.344,1514.7,85.4982,3.43,2,8.17,0.49,49.48,15.14,1341.73,23.88
CMP100467,Wilkerson-Arias,Finance,14.869,38.098,3.502,26.83,1,43.22,0.941,67.7,62.55,170.61,34.03
CMP100468,Brown-Shaw,Tech,31.147,221.882,12.2901,22.3,2,36.16,0.988,84.89,66.86,554.07,39
CMP100469,Hughes Inc,Transport,139.4,13146.857,117.7941,19.94,5,31.05,0.891,70.2,58.59,13218.34,27.93
CMP100470,Walker-Flores,Transport,117.983,11013.88,100.7874,7.38,1,6.89,0.967,61,60.8,7596.8,35.29
CMP100471,Combs Ltd,Energy,111.296,9208.299,92.4143,10.47,0,0,0.93,60.57,38.24,15865.71,33.91
CMP100472,Moody-Taylor,Retail,56.086,733.876,13.0849,0,2,46.25,0.945,60.84,54.3,2291.85,20.89
CMP100473,Lowery-Kennedy,Finance,44.697,86.159,2.687,28.26,0,0,0.758,55.45,37.37,516.9,35
CMP100474,Blake Group,Tech,15.047,78.813,9.4228,44.41,0,0,0.971,80.27,57.16,304.27,46.45
CMP100475,Gilbert-Bullock,Transport,13.81,1454.521,115.2964,8.65,5,154.08,0.91,65.06,49.15,1322.65,25.51
CMP100476,Scott and Sons,Manufacturing,39.901,2010.712,59.1314,14.78,1,3.54,0.936,65.99,90.07,3309.86,49.33
CMP100477,"Bentley, Lynch and Henderson",Energy,59.697,5097.784,135.2546,36.86,1,6.12,0.958,76.16,68.23,7317.96,43.11
CMP100478,Young-Martinez,Tech,48.037,199.26,8.511,51.26,0,0,0.995,88.83,66.52,1141.09,40.03
CMP100479,Barnes PLC,Energy,32.537,3145.978,100.0739,3.38,3,3.29,0.89,60.27,46.47,3940.51,29.69
CMP100480,Brown-Copeland,Energy,12.883,887.434,102.8589,33.03,0,0,0.985,71.14,73.7,1625.98,44.14
CMP100481,Carlson-Smith,Transport,32.308,1877.048,63.4742,8.47,3,17.8,0.91,62.27,56.4,2787.02,33.35
CMP100482,"Andrews, Higgins and Carter",Retail,211.658,2374.794,16.7919,33.18,3,19.51,0.825,67.7,46.75,10390.47,38.68
CMP100483,Mendez and Sons,Tech,140.543,686.826,9.2539,47.19,0,0,0.973,85.92,48,2954.28,34.43
CMP100484,"Butler, Beck and Miller",Retail,77.137,872.576,14.9269,24.22,2,28.59,0.978,71.22,46.32,3986.93,34.95
CMP100485,Jones-Fox,Energy,53.532,660.6814999999999,89.1008,27.42,1,7.74,0.968,81.85,53.76,7454.63,29.17
CMP100486,"Hartman, Romero and Smith",Manufacturing,149.625,7072.835,52.3248,9.66,0,0,0.85,67.7,58.78,12242,33.13
CMP100487,Williams-Hughes,Retail,24.309,660.6814999999999,17.5844,19.16,1,3.73,0.951,67.7,53.56,1108.96,30.02
CMP100488,King-Smith,Tech,22.099,106.582,9.041,22.3,2,22.63,0.964,85.68,58.78,521.61,32.54
CMP100489,Cooper Ltd,Manufacturing,36.835,2049.308,63.7856,12.78,1,11.56,0.939,65.15,69.39,4258.51,42.61
CMP100490,"Fuller, Ingram and Moss",Transport,86.286,7567.489,87.702,0,1,19.88,0.881,46.84,49.41,6780.44,35.34
CMP100491,Anderson-Bell,Tech,86.36,358.613,6.3686,34.8,1,22.59,0.966,66.65,70.52,1810.2,44.11
CMP100492,Li-Thompson,Finance,48.032,120.976,3.1372,19.72,2,5.46,0.968,62.89,81.19,437.55,34.72
CMP100493,"Marshall, Dominguez and Welch",Retail,73.71,1393.147,22.9576,17.67,3,23.07,0.881,65.81,75.99,3225.73,37.15
CMP100494,Brown Group,Energy,3.611,436.711,150.8832,19.86,2,10.55,0.968,61.75,61.9,427.03,42.42
CMP100495,Carter Inc,Energy,1.482,106.176,142.603,49.75,2,8.35,0.964,70.17,72.86,167.41,45.23
CMP100496,Blackwell LLC,Manufacturing,12.023,598.188,60.4612,22.3,1,1,0.958,49.16,50.99,1242.53,46.25
CMP100497,Robertson-Hays,Retail,21.315,345.197,19.702,17.8,3,10.01,0.944,69.89,90.62,885.74,43.65
CMP100498,"Kennedy, Johnson and Lucas",Manufacturing,81.536,4995.382,74.5809,17.85,1,7.29,0.926,70.93,69.43,9700.81,38.42
CMP100499,Kelly-Norman,Retail,5.299,54.449,11.9419,13.96,1,4.95,0.894,54.99,25.96,316.48,26.44
CMP100500,"Rivera, Martinez and Richardson",Retail,138.283,2371.847,19.0954,10.18,1,4.27,0.967,64.35,34.03,7462.2,29.51
CMP100501,Paul-Kline,Transport,50.507,4046.004,90.2979,22.3,2,10.15,0.928,61.28,38.94,4098.9,31.49
CMP100502,Morgan-Lopez,Retail,113.553,1741.95,21.0705,27.19,2,22.4,0.902,63.02,69.85,5245.08,42.95
CMP100503,"Jimenez, Glass and Stone",Energy,122.655,9678.472,100.5338,21.51,1,16.98,0.742,52.61,58.25,16566.05,40.74
CMP100504,Acosta Inc,Manufacturing,24.319,1087.482,58.0645,22.3,1,3.15,0.925,74.57,55.11,2611.6,31.55
CMP100505,Morrison-Short,Transport,34.553,3018.594,88.1276,0.87,0,0,0.949,57.27,49.9,2391.2,23.5
CMP100506,"Carter, Garcia and Murphy",Finance,121.637,660.6814999999999,3.6736,37.52,1,7.32,0.943,68.03,72.14,1416.31,32.75
CMP100507,Parker-Morrison,Retail,144.108,660.6814999999999,11.2293,17.8,0,0,0.922,62.33,49.43,8135,35.99
CMP100508,Jackson-Wallace,Finance,49.593,87.86,3.2795,45.98,0,0,0.981,89.54,63.45,585.16,36.37
CMP100509,Williams-Berg,Energy,5.209,560.734,160.919,33.11,3,13.58,0.914,60.69,51.08,681.52,26.07
CMP100510,Mendez-Graham,Energy,21.247,10502.09,125.2396,22.3,2,122.8,0.871,68.78,67.1,2665.31,39.82
CMP100511,"Whitney, Gould and Jones",Transport,28.969,1842.614,81.8645,22.3,4,17.84,0.868,63.87,68.05,2241.73,50.53
CMP100512,"Sullivan, Palmer and Brady",Retail,22.224,250.98,16.7371,32.53,1,6.12,0.979,70.93,67.67,1303.54,40.01
CMP100513,Cisneros and Sons,Manufacturing,21.625,2003.702,92.6558,0,0,0,0.812,59.15,51.54,2479.15,34.5
CMP100514,"Gregory, Kim and Martinez",Tech,15.567,660.6814999999999,8.1245,47.36,0,0,0.976,74.2,51.13,254.7,40.11
CMP100515,Osborne LLC,Tech,230.837,775.127,5.5007,38.95,0,0,0.99,72.27,45.59,3742.08,36.41
CMP100516,Reyes-Bradley,Finance,14.135,25.622,3.1654,42.74,2,2.05,0.492,72.18,52.4,134.37,43.62
CMP100517,"Hernandez, Cole and Watson",Tech,150.111,655.131,7.7884,43.96,0,0,0.92,78.97,70.38,3375.16,41.42
CMP100518,Hines-Berry,Finance,6.841,14.675,3.8663,44.52,1,10.59,0.939,71.17,57.34,100,41.71
CMP100519,"Richardson, Edwards and Ramirez",Tech,10.854,660.6814999999999,8.5979,22.3,0,0,0.977,91.8,98.56,186.72,45.78
CMP100520,Johnson and Sons,Manufacturing,15.574,646.177,44.4554,6.67,2,12.06,0.972,71.22,52.48,1616.04,28.49
CMP100521,Holmes-Mcintyre,Energy,27.271,2330.584,114.1713,25.15,1,4.97,0.974,68.27,50.05,3116.61,40
CMP100522,Green LLC,Transport,347.862,28629.686,91.8624,10.41,3,23,0.792,55.3,43.49,33059.85,29.91
CMP100523,"Griffin, Davies and Mitchell",Transport,10.743,974.994,93.0909,22.3,3,10.4,0.768,43.84,28.25,977.05,26.33
CMP100524,Gonzalez-Taylor,Transport,80.031,7290.758,96.6501,5.74,1,9.87,0.765,67.7,34.01,7268.94,30.63
CMP100525,Hayes Ltd,Transport,9.374,1028.608,109.7343,0,2,25.94,0.757,55.24,71.69,740.53,29.85
CMP100526,Osborn-Cochran,Finance,47.423,132.454,3.8187,26.86,1,2.37,0.982,70.17,58.78,458.07,37.27
CMP100527,Contreras-Mckinney,Finance,27.317,660.6814999999999,2.5763,65.01,1,5.19,0.998,100,100,248.41,52.96
CMP100528,"Daniels, Vance and York",Manufacturing,20.13,1034.896,62.4841,17.72,0,0,0.968,74.41,72.54,1655.79,43.48
CMP100529,"Mckinney, Graves and Thompson",Tech,36.259,122.132,7.9416,57.59,1,16.04,0.979,86.68,58.78,830.98,45.65
CMP100530,Hicks-Martinez,Retail,362.284,2498.052,7.549,8.66,1,4.01,0.944,67.7,54.08,20381.38,32.42
CMP100531,Conner and Sons,Retail,15.284,660.6814999999999,19.448,0,1,34.48,0.96,60.4,58.78,916.95,35.84
CMP100532,Johnson-Spencer,Transport,56.923,4101.498,86.6903,16.88,4,4.11,0.919,59.74,61.47,5458.48,42.62
CMP100533,Mcdonald-Bird,Retail,73.071,811.859,18.8948,41.2,1,8.11,0.975,74.85,58.78,3734.56,42.79
CMP100534,Salazar Inc,Manufacturing,362.359,20495.353,59.2475,4.53,4,8.47,0.86,67.7,58.78,40134.7,32.71
CMP100535,Parker Ltd,Transport,12.402,1336.084,113.5558,5.13,1,2.01,0.763,66.94,56.95,1168.67,25.86
CMP100536,"Mendoza, Jenkins and Ortiz",Transport,82.484,6295.998,76.3297,0,3,106.36,0.798,63.16,48.04,7521.61,24.28
CMP100537,"Jones, Compton and Day",Finance,17.879,28.399,3.0397,47.74,0,0,0.901,83.72,70.66,160.72,42.15
CMP100538,Owens-Holmes,Finance,18.446,62.302,4.1072,17.76,2,30.26,0.959,54.02,57.68,180.81,32.04
CMP100539,Humphrey PLC,Energy,86.127,7017.521,124.4976,34.55,0,0,0.975,67.7,60.96,8802.15,38.17
CMP100540,"Matthews, Saunders and Anderson",Manufacturing,24.687,356.271,17.1602,15.9,5,23.96,0.934,69.44,62.25,2917.07,35.91
CMP100541,"Bartlett, Brown and Martinez",Finance,20.494,51.645,3.4082,22.3,0,0,0.804,70.09,51.56,213.64,37.42
CMP100542,Torres and Sons,Retail,55.835,843.868,16.882,10.47,2,7.61,0.997,75.66,78.43,2488.73,37.43
CMP100543,Donovan-Perez,Energy,51.117,4127.555,113.4694,28.84,2,21.7,0.916,75.87,55.03,6555.33,39.21
CMP100544,"Jacobson, Singleton and King",Transport,4.236,353.959,83.559,22.3,0,0,0.583,39.45,20.18,354.89,28.82
CMP100545,"Huber, Hill and Weber",Finance,66.368,94.098,2.9504,51.94,0,0,0.998,81.59,52.09,626.03,30.93
CMP100546,"Ferguson, Shaw and Jackson",Energy,20.892,660.6814999999999,119.4632,27.43,0,0,0.787,67.7,26.93,2119.51,26.18
CMP100547,"Moore, Hopkins and Le",Retail,11.431,144.783,13.0012,2.58,2,18.26,0.953,55.74,34.61,610.78,26.72
CMP100548,"Morgan, Bradshaw and Williams",Tech,16.382,660.6814999999999,6.5403,42.77,1,53.22,0.962,67.7,43.74,330.3,31.25
CMP100549,Miller Ltd,Tech,87.89,260.162,7.3393,59.67,1,5.95,0.966,78.56,74.31,1949.27,49.8
CMP100550,"Baker, Clark and Armstrong",Energy,4.069,214.083,71.2337,26.14,2,2,0.832,64.61,60.38,492.22,44.96
CMP100551,"Fowler, Jimenez and Burton",Retail,10.453,143.982,18.7051,26.36,1,20.89,0.972,76.87,43.45,596.28,40.06
CMP100552,May-Turner,Finance,848.638,2568.024,4.4653,32.23,0,0,0.962,73.18,48.7,8662.58,35.12
CMP100553,Ballard Ltd,Retail,88.814,1250.412,15.0751,6.61,4,218.43,0.971,61.54,72.18,4548.94,43.21
CMP100554,Evans-Jones,Finance,48.249,112.457,4.0885,42.99,1,43.41,0.919,74.74,77.13,555.18,44.77
CMP100555,Moore Group,Finance,78.665,341.125,6.0614,28.46,1,2.73,0.977,71.07,65.03,756.28,37.01
CMP100556,Marshall-Peterson,Manufacturing,10.658,720.585,79.4805,14.94,1,99.24,0.929,69.05,61.05,909.77,32.13
CMP100557,Edwards Ltd,Manufacturing,27.375,1166.275,48.7523,12.61,0,0,0.954,63.97,45.51,2221.52,30.11
CMP100558,Gross-Valencia,Transport,65.867,4447.57,75.4157,10.46,1,12.29,0.943,67.73,52.66,5807.12,30.68
CMP100559,Anderson-Wood,Finance,6.24,14.907,3.375,29.21,2,2.73,0.915,58.45,40.7,100,34.83
CMP100560,"Rodriguez, Allen and Martinez",Transport,9.084,463.586,61.6982,17.29,0,0,0.979,76.91,82.35,786.04,40.73
CMP100561,Wright-Davis,Tech,11.331,51.693,7.6477,40.34,1,1,0.991,79.03,73.72,200.6,42.83
CMP100562,Dougherty-Lin,Transport,11.328,707.47,70.4031,11.29,4,14.79,0.95,62.95,61.78,774.43,36.8
CMP100563,Wright-Grimes,Manufacturing,28.823,1786.377,74.9349,17.29,3,4.41,0.854,59.44,60.72,2322.61,41.56
CMP100564,Li PLC,Retail,86.391,660.6814999999999,19.4434,28.39,5,14.44,0.861,75.89,57.73,4061.39,41.97
CMP100565,"Edwards, Hines and Jimenez",Energy,33.16,20902.17,134.7865,6.47,2,680.1999999999999,0.832,67.7,34.04,4122.32,20.68
CMP100566,"Owens, Koch and Jimenez",Manufacturing,5,288.84,62.1345,7.03,0,0,0.973,78.95,53.15,478.45,19.27
CMP100567,Landry PLC,Finance,6.632,28.404,6.3351,32.4,3,54.26,0.962,84.21,63,100,43.75
CMP100568,Levy-Lewis,Retail,194.139,1659.08,12.2899,30.46,0,0,0.992,67.7,61.87,11276.21,31.63
CMP100569,Williams-Campbell,Tech,37.082,158.512,6.3388,22.3,2,86.08,0.975,73.28,69.55,696.62,37.25
CMP100570,"Khan, Pena and Ruiz",Manufacturing,37.836,660.6814999999999,40.3651,11.66,2,8.01,0.944,67.6,44.56,3804.77,25.39
CMP100571,"Smith, Rodriguez and Anderson",Transport,54.886,4580.646,104.4127,20.07,2,10.55,0.947,63.21,50.93,4889.07,25.19
CMP100572,Luna-Gallagher,Retail,58.839,1231.524,23.1696,9.66,4,35.9,0.8,62.48,29.33,2820.2,30.51
CMP100573,Williams-Williams,Finance,40.239,660.6814999999999,3.3827,22.31,1,4.85,0.988,69.33,46.02,422.04,37.46
CMP100574,"Lee, Tran and Jones",Manufacturing,67.112,3949.193,72.4156,18.74,3,58.43,0.774,67.7,76.93,7683.96,36.25
CMP100575,"Cole, Pierce and Bryan",Energy,23.191,1419.559,100.5133,39.1,3,37.61,0.9,75.94,66.23,3283.31,28.11
CMP100576,"Becker, Wilson and Hester",Tech,47.275,371.448,11.2821,30.36,1,10.81,0.974,67.7,68.24,812.02,36.99
CMP100577,Brooks-Hatfield,Retail,21.986,282.881,17.4846,26.41,2,17.02,0.714,60.83,58.78,1286.88,39
CMP100578,"Mcmillan, Fischer and Gonzalez",Retail,16.14,161.105,14.9655,33.3,0,0,0.866,70.22,59.25,804.46,31.12
CMP100579,"Morales, Williams and Williams",Manufacturing,45.472,2928.736,71.1804,9.52,0,0,0.975,65.71,59.78,4107.48,34.78
CMP100580,"Cook, Wells and Bryant",Tech,18.151,69.495,7.7747,50.75,0,0,0.997,89.27,72.94,357.09,44.66
CMP100581,"Barry, Taylor and Velazquez",Transport,58.983,5674.382,96.2031,0,3,15.93,0.978,48.95,47.68,5624.68,32.43
CMP100582,Martin-Ewing,Transport,64.223,5565.738,87.4244,0.87,1,8.57,0.979,58.95,73.3,5122.67,35.43
CMP100583,"Kirby, Wheeler and Romero",Transport,12.33,1096.677,90.7257,1.96,2,90.9,0.929,58.21,67.13,918.83,28.95
CMP100584,"Patel, Erickson and Evans",Manufacturing,6.079,189.708,39.3066,20.61,1,18.1,0.922,75.28,58.26,640.34,41.76
CMP100585,Richardson Ltd,Finance,21.42,81.505,4.6292,17.8,0,0,0.962,61.27,45.53,191.94,31.87
CMP100586,Whitney PLC,Retail,19.03,300.942,21.7568,27.32,1,1.96,0.989,65.22,77.88,790.07,40.9
CMP100587,Robles-Swanson,Tech,3.231,7.69,5.3707,55.68,1,1.26,0.935,75.04,82.94,100,43.06
CMP100588,"Soto, Carlson and Baker",Transport,401.054,660.6814999999999,87.6198,9.35,1,25.5,0.958,61.26,44.18,27310.76,28.49
CMP100589,"Patton, Parsons and Lane",Tech,7.146,26.633,8.0918,53.94,0,0,0.985,85.34,58.78,123.02,38.12
CMP100590,"Williams, Castillo and Warren",Manufacturing,3.47,107.84,42.7367,27.28,2,9.38,0.952,78.18,81.48,296.87,40.89
CMP100591,"Harvey, Randall and Hernandez",Energy,518.165,23200.561,85.138,47.41,1,35.95,0.984,67.7,68.01,65683.63,51.64
CMP100592,"Allen, Armstrong and Graves",Finance,18.091,22.09,2.0954,41.73,1,2.92,0.979,83.92,88.01,157.89,39.09
CMP100593,Smith LLC,Retail,5.579,48.036,8.6098,0,3,9.07,0.852,49.94,58.78,261.73,23.69
CMP100594,Hernandez-Vaughn,Tech,15.523,54.758,6.4881,45.63,0,0,0.977,80.67,94.76,359.73,55.43
CMP100595,Shaw-Carr,Retail,8.389,93.88,11.957,6.41,1,9.73,0.933,62.04,56.54,415.08,31.54
CMP100596,Salas-Fitzgerald,Tech,784.823,660.6814999999999,7.2274,48.62,1,1,0.987,67.7,54.4,16748.49,37.26
CMP100597,Thornton PLC,Tech,39.696,300.335,12.07,37.32,1,10.57,0.993,71,53.31,689.86,43.33
CMP100598,Hoffman Ltd,Finance,71.729,660.6814999999999,3.3307,36.85,0,0,0.971,80.2,61.15,629,36.57
CMP100599,Fox-Edwards,Finance,11.003,25.74,4.0821,42.69,0,0,0.985,82.92,88.81,100,55.43
CMP100600,Stevens PLC,Transport,11.505,1068.535,102.7991,9.65,4,38.22,0.787,56.43,69.33,798.52,39.19
CMP100601,Payne-Lowe,Tech,3.2,8.831,6.3789,56.74,1,17.41,0.958,90.86,69.92,100,42.89
CMP100602,"Becker, Lara and Baker",Transport,4.775,361.887,75.7936,0,2,34.23,0.971,50.61,64.27,332.65,43.64
CMP100603,Lee-Wright,Manufacturing,17.81,1189.458,80.8806,17.43,2,16.52,0.914,63.48,59.64,1487.99,32.39
CMP100604,"Evans, David and Hendrix",Transport,39.128,2585.71,69.1675,4.46,1,6.6,0.919,58.7,49.63,2655.24,34.53
CMP100605,Bush-Vaughn,Finance,15.381,30.358,3.9337,49.82,0,0,0.912,67.06,40.05,151.4,39.47
CMP100606,Stewart-Bailey,Manufacturing,53.263,2977.805,56.9533,1.84,2,8.8,0.924,62.39,62.15,4700.64,39.31
CMP100607,"Hill, Martinez and Rhodes",Retail,24.271,383.222,19.1959,17.75,2,52.86,0.967,67,88.58,1147.66,49.07
CMP100608,Huang-Foster,Finance,26.842,45.7,3.0714,44.57,0,0,0.991,86.62,76.81,268.79,44.44
CMP100609,Blevins-Ballard,Retail,7.241,660.6814999999999,21.3809,25.26,2,14.25,0.765,67.7,36.25,389.62,28.53
CMP100610,Williams-Moses,Transport,3.668,236.668,70.2237,8.13,2,19.88,0.94,62.69,47.77,239.37,33.48
CMP100611,Reed Group,Finance,191.665,401.138,3.1476,33.51,2,6.78,0.948,79.69,58.78,2146.2,35.07
CMP100612,"Scott, Mendoza and Harris",Transport,59.724,660.6814999999999,64.4168,2.25,2,6.5,0.739,55.96,58.78,5022.36,42.27
CMP100613,"Nelson, Hoffman and Nelson",Tech,15.574,67.789,5.0368,13.58,0,0,0.975,76.3,46,259.37,32.6
CMP100614,Gilbert PLC,Manufacturing,15.639,660.6814999999999,70.0301,1.3,2,19.17,0.829,48.84,40.46,1797.6,26.53
CMP100615,Sanchez Ltd,Energy,34.495,3357.204,147.0798,22.3,1,5.33,0.97,58.66,55.73,4836.26,36.53
CMP100616,"Perez, Hall and Garcia",Finance,71.28,146.347,4.733,56.62,1,4.54,0.977,87.74,88.58,587.65,42.3
CMP100617,Love-Garcia,Manufacturing,3.685,230.032,75.5577,17.39,1,2.97,0.869,55.51,67.35,335.61,32.09
CMP100618,Smith PLC,Transport,46.347,3415.181,73.6878,0,1,5.33,0.912,55.04,67.78,4161.89,39.56
CMP100619,Russell Group,Finance,176.95,475.675,3.4032,21.01,3,13.92,0.9,62.61,52.7,1945.22,31.46
CMP100620,Santos-Avila,Tech,7.63,32.111,11.1025,62.1,0,0,0.994,100,83.69,133.34,43.92
CMP100621,Morris-Brewer,Energy,21.807,1803.089,108.9414,24.1,3,49.68,0.94,60.15,59.93,2312.61,39.49
CMP100622,Pearson and Sons,Tech,35.502,224.528,11.8437,46.6,0,0,0.987,75.43,58.78,673.25,47
CMP100623,"Rodgers, Jefferson and Johnson",Manufacturing,26.684,660.6814999999999,52.0385,17.83,2,5.15,0.985,76.49,58.78,2651.88,38.92
CMP100624,Butler and Sons,Transport,23.738,660.6814999999999,94.1395,0,1,2.62,0.951,49.42,42.61,1988.87,33.5
CMP100625,Osborn Group,Retail,61.834,742.663,14.8534,19.14,3,78.81,0.984,67.7,90.25,2929.59,38.09
CMP100626,Lopez-Curry,Retail,184.451,1793.794,11.7,16.88,0,0,0.912,53.58,26.24,9084.34,21.51
CMP100627,Mcdowell-Smith,Transport,9.544,591.638,61.99,0,1,7.4,0.911,57.05,39.67,839.1,35.44
CMP100628,"Morrison, Hebert and Rogers",Transport,12.533,840.246,72.2886,7.25,5,45.28,0.948,61.65,64.41,816.82,32.72
CMP100629,Hays-Daniels,Finance,35.632,81.277,2.7004,15.53,2,2,0.939,77.51,61.82,321.04,34.22
CMP100630,Small-Anderson,Finance,494.817,1171.011,3.3538,29.44,1,17.16,0.849,62.97,58.78,5370.45,44.28
CMP100631,"Mcdonald, Lee and Rodriguez",Retail,34.51,254.972,9.0764,18.6,1,4.09,0.945,62.28,38.81,1998.27,34.26
CMP100632,Simon Ltd,Transport,12.547,1206.224,96.1379,22.3,4,65.38,0.907,56.6,43.88,1008.45,35.52
CMP100633,Higgins-Smith,Energy,453.539,45976.889,147.273,22.3,1,1.55,0.993,77.59,76.59,55123.79,50.6
CMP100634,Gibbs-Bradley,Finance,101.826,199.939,3.5267,44.32,0,0,0.98,78.9,74.88,858.26,40.62
CMP100635,Thompson Ltd,Finance,20.366,32.181,2.7921,43.41,0,0,0.995,94.07,99.31,199.38,53.18
CMP100636,Wilcox-Robertson,Tech,83.889,277.401,6.2568,47.15,2,8.21,0.976,70.67,51.91,1699.67,40.1
CMP100637,Morales Inc,Tech,190.086,687.446,6.4991,44.35,2,20.12,0.93,67.7,91.48,3410.1,48.51
CMP100638,Holden Group,Finance,3.139,8.247,4.4173,40.53,3,20.44,0.9,62.98,71.21,100,49.99
CMP100639,Boyle-Smith,Retail,28.815,328.044,15.0757,24.49,1,8.65,0.973,66.74,72.06,1370.03,41.85
